id,category,source,text,summary,word_count,summary_word_count,compression_ratio,n_sentences
1501372800-krypt-mata-uang-digital-dipersiapkan-exclusor,teknologi,dailysocial.id,"Beberapa waktu lalu kami sempat memberitakan mengenai ExorChain, sebuah platform digital yang sedang dikembangkan untuk pemanfaatan teknologi blockchain di Indonesia, sekaligus menciptakan mata uang digital atau cryptocurrency baru untuk Indonesia yang diberi nama Krypt ( KRP). Pasca beberapa persiapan dan penyempurnaan teknologi, akhirnya Exorchain siap memasuki tahap crowdselling dan memperkenalkan diri kembali menjadi Exclusor. DailySocial sempat berbincang dengan Tata Tricipta untuk kembali mengulas mengenai layanan dan teknologi yang ia kembangkan. Sebagai salah satu jenis platform atau layanan baru di Indonesia, Exclusor masih berupaya untuk memberikan informasi dan pemahaman mengenai manfaat blockchain dan ekosistemnya. Tata bercerita saat ini Exclusor sedang mengadakan crowdsale. Periode ini dibuka sejak tanggal 19 Juli kemarin. Mereka menawarkan atau menjual Krypt sebagai mata uang digital. Diharapkan dengan mengikuti crowdsale ini mereka yang tertarik untuk membeli mata uang digital ini mendapatkan keuntungan lebih. Seperti yang didapat para early adopter atau pembeli pertama saat nilai tukar bitcoin naik. “ Saat ini crowdsale yang kami lakukan lebih kepada menawarkan Krypt sebagai mata uang digital yang baru, bukan menawarkan private equity, untuk penawaran private equity di dalam DAO nanti akan kita tawarkan sekitar bulan Januari 2018. Oleh karena itu yang kita tawarkan untuk crowdsale sekarang ini lebih dititik beratkan pada keuntungan memakai teknologi yang kita kembangkan, yaitu keamanan, kemudahan, biaya yang murah, transparansi dan efisiensi, ” ujar Tata. Ia lebih lanjut juga menjelaskan bahwa Krypt merupakan mata uang digital yang resmi dan hanya dipakai dalam sistem Exclusor. Krypt bukanlah pengganti mata uang yang saat ini saja, pembelian konvensional tetap akan dikonversikan ke mata uang yang berlaku. Secara karakteristik Krypt ini mirip dengan bitcoin, sehingga Krypt bisa menjadi komoditas yang diperjualbelikan di bursa uang digital maupun sebagai instrumen untuk investasi di proyek, perusahaan atau komoditas lainnya yang menggunakan teknologi Exclusor sebagai basis platformnya. “ Kita tidak berupaya menjadikan Krypt sebagai stable coin, nilainya nanti kita serahkan melalui mekanisme pasar di bursa yang tergantung dari supply dan demand. Bursa aset digital yang kita kembangkan khusus untuk ekosistem Exclusor sedang kita test di internal dan akan kita rilis secara resmi setelah crowdsale berakhir, ” lanjut Tata. Tata lebih lanjut juga menjelaskan Krypt bisa ditukar dengan bitcoin dan mata uang digital lainnya dan bisa juga ditukar dengan uang kertas. Nilainya saat ini berkisar mulai dari Rp 10.000 sampai dengan Rp 15.000. “ Untuk konversi dari uang kertas kita hanya menerima konversi dari rupiah ke Krypt, kalaupun ada yang membeli dari mata uang USD atau SGD, kita konversikan ke rupiah terlebih dahulu, ” imbuhnya. Mata uang digital belum banyak dikenal luas oleh masyarakat Indonesia. Meski bitcoin sudah cukup banyak dikenal peredaran dan pemanfaatannya masih berkutat di komunitas atau mereka yang sudah fasih terhadap teknologi. Inilah yang saat ini dan akan menjadi tantangan untuk Exclusor berkembang di Indonesia. Kendati demikian Tata dan tim sudah menyusun peta jalan hingga tahun 2018 awal untuk platform Exclusor. Setelah crowdsale ini selesai mereka akan melakukan valuasi terhadap nilai Krypt dan akan dialokasikan dengan tiga skema. Pertama, 80 % total Krypt akan menjadi hak milik pembeli yang bisa diperjualbelikan di bursa atau transaksi lainnya. Yang kedua, 15 % dari total Krypt yang terjual akan dipakai untuk pengembangan selanjutnya dan merilis aplikasi pendukung seperti wallet, digital identik, digital Asset exchange, dan lain-lain. Termasuk untuk biaya marketing. Dan yang ketiga, 5 % dari total Krypt yang terjual akan didistribusikan ke pihak ketiga yang membantu Exclusor saat crowdsale. Di awal 2018 Exclusor juga sudah merencanakan untuk menambah jumlah pengguna dengan melakukan ekspansi ke negara-negara di wilayah Asia Tenggara. “ Jujur saja, crowdsale yang sekarang targetnya tidak muluk-muluk, kami menargetkan penjualan yang menurut saya cukup rasional, mengingat masyarakat Indonesia masih belum paham keuntungan dari teknologi blockchain dan juga belum tahu tentang uang digital. Target terendah kita adalah 10 % dari total Krypt atau sekitar 500.000 Krypt yang bisa terjual juga itu sudah cukup bagus, ” tutup Tata. DailySocial.id adalah portal berita startup dan inovasi teknologi. Kamu bisa menjadi member komunitas startup dan inovasi DailySocial.id, mengunduh laporan riset dan statistik seputar teknologi secara cuma-cuma, dan mengikuti berita startup Indonesia dan gadget terbaru.","ExorChain merupakan sebuah platform digital yang sedang dikembangkan untuk pemanfaatan teknologi blockchain di Indonesia, sekaligus menciptakan mata uang digital atau cryptocurrency baru yang diberi nama Krypt ( KRP). Exorchain siap memasuki tahap crowdselling dan memperkenalkan diri kembali menjadi Exclusor. Krypt mirip dengan bitcoin, sehingga Krypt bisa menjadi komoditas yang diperjualbelikan di bursa uang digital maupun sebagai instrumen untuk investasi.",665,59,0.0887,33
1515023940-sergio-aguero-ingin-bertahan-di-manchester-city,olahraga,cnn indonesia,"Jakarta, CNN Indonesia - - Bintang Manchester City, Sergio Aguero mengaku betah di klub tersebut dan menyatakan spekulasi masa depan tentang dirinya bergantung pada keputusan klub. Aguero kembali menunjukkan bahwa dirinya tetap layak dipercaya sebagai mesin gol Manchester City musim ini. Aguero sudah mencetak 16 gol dan perannya akan kembali terasa penting mengingat Gabriel Jesus mengalami cedera. Aguero sempat diberitakan tak bahagia dengan pola rotasi yang dilakukan Pep Guardiola, namun mantan pemain Atletico Madrid itu menegaskan dirinya gembira ada di klub tersebut. "" Saya masih punya kontrak hingga 2020. Sejujurnya, saya ingin melakukan yang terbaik hingga akhir musim dan kemudian melihat situasi yang ada. "" "" Namun sejujurnya, rencana saya adalah tidak berganti klub. Saya sangat bahagia di sini, namun seperti yang pernah saya katakan klub yang akan menentukan segalanya. Mereka yang bakal menyatakan bahwa saya harus pergi atau bertahan. Apapun keputusannya, saya akan menghormati hal tersebut, "" ujar Aguero seperti dikutip dari ESPN. Aguero mengaku fokusnya saat ini tidak terganggu oleh spekulasi masa depan yang beredar. Aguero hanya fokus membawa trofi untuk Manchester City sebelum berlaga di Piala Dunia. "" Saya ingin menyelesaikan musim ini dengan cara terbaik, tentu saja dengan trofi, karena kami di Manchester City selalu memulai musim dengan harapan mengakhirinya lewat sesuatu di tangan kami [ trofi], "" ujar Aguero. Usai sukses bersama Manchester City, Aguero berharap bisa jadi bagian sukses Argentina di Piala Dunia. "" Piala Dunia adalah ajang yang sangat penting bagi Argentina, dan juga bagi saya karena Piala Dunia terakhir bukanlah tipe Piala Dunia yang saya inginkan. Saya cedera dan absen di beberapa laga. "" "" Terlepas dari itu, yang paling teratas dari semuanya adalah saya berharap mendapat panggilan ke tim nasional, "" kata mantan menantu Diego Maradona itu. ( ptr)","Bintang Manchester City, Sergio Aguero mengaku betah di klub dan menyatakan spekulasi masa depan tentang dirinya bergantung pada keputusan klub. Aguero sempat diberitakan tak bahagia dengan rotasi yang dilakukan, namun dirinya menegaskan gembira ada di Manchester City. "" Saya masih punya kontrak hingga 2020. Sejujurnya, saya ingin melakukan yang terbaik hingga akhir musim dan kemudian melihat situasi yang ada, "" ujar Aguero.",288,62,0.2153,17
1498875300-mobil-otonom-polisi-dubai-bisa-kenali-penjahat,teknologi,kumparan,"Kalau kita bicara soal mobil patroli paling keren dunia, Dubai pasti jawabannya. Sudah tak terhitung berapa banyak mobil wah yang didapuk sebagai kendaraan dinas mereka. Lupakanlah Bugatti Veyron atau Porsche 918 Spyder. Kali ini, kepolisian Dubai berniat melengkapi jajaran mobil patroli yang menganut teknologi tanpa sopir. Mobil patroli ini punya dimensi yang kecil - - mirip purwarupa mobil otonom Google - - dan diharapkan akan beroperasi pada akhir tahun ini. Dikutip dari gulfnews, Kamis ( 29 / 6), mobil tanpa sopir itu akan dibekali dengan peranti lunak biometrik. Mobil memiliki kemampuan untuk mencari pelaku kriminal dan menindak pelanggar hukum di jalan. Mobil akan dilengkapi dengan drone untuk memudahkan melalukan pemantauan. Baik drone dan mobil patroli juga bisa dikendalikan dari jarak jauh melalui pusat kendali yang ada di kantor polisi. Polisi Dubai berkenja sama dengan perusahaan asal Singapura, OTSAW Digital, untuk merealisasikan inovasi tersebut. Mobil yang dinamai O - R3 adalah bagian dari program Smart Dubai. "" Polisi Dubai ingin menggunakan teknologi terbaru untuk melawan kriminalitas. Kami selalu mencari cara untuk mendapatkan teknologi terbaik dalam menciptakan cara kerja polisi yang aman dan lebih cerdas, "" kata Panglima Kepolisian Dubai Abdullah Khalifa Al Merri. Menyoal O - R3 OTSAW menjelaskan, O - R3 ini merupakan solusi baru yang akan menjadi andalan polisi di kota-kota besar seperti Dubai. Mereka mengklaim bahwa ini merupakan robot keamanan pertama otonom pertama dunia yang dibekali dengan sistem pengendali darat dan antena. O - R3 juga bisa membaca lingkungan 360 derajat, kemampuan self - charging ( pengisian daya secara mandiri), patroli 24 / 7. "" Tentu saja, eksistensi robot bisa meningkatkan hidup manusia, "" kata Ling Bing, CEO of OTSAW Digital.","Kalau kita bicara soal mobil patroli paling keren dunia, Dubai pasti jawabannya. Sudah tak terhitung berapa banyak mobil wah yang didapuk sebagai kendaraan dinas mereka. Kali ini, kepolisian Dubai berniat melengkapi jajaran mobil patroli yang menganut teknologi tanpa sopir. Mobil patroli ini punya dimensi yang kecil memiliki kemampuan untuk mencari pelaku kriminal dan menindak pelanggar hukum di jalan.",273,58,0.2125,18
1486260920-istri-ditipu-suaminya-yang-ternyata-perempuan,tajuk utama,rimanews,"Rimanews - Seroang wanita di Kelurahan Muara Sentosa Kecamatan Sei Tualang Raso Kota Tanjungbalai, Sumatera Utara berinisial S tertipu karena suami yang telah dinikahinya selama empat bulan ternyata adalah seorang perempuan. Dikutip dari Tribratanews, pernikahan sejenis itu terbongkar setelah polisi menangkap perempuan berinisial F yang tak lain adalah suami S, atas kasus pembuangan bayi. Kasubbag Humas Polres Tanjung Balai AKP Lingga, mengatakan, empat hari setelah menikah F meninggalkan S ke Malaysia dengan alasan bekerja, dan pulang ke rumahnya Januari 2017. Pada Kamis 2 Februari 2017, warga di Jalan Kenanga Lingkungan III Kelurahan Muara Sentosa Kecamatan Sei Tualang Raso Kota Tanjung Balai dihebohkan dengan penemuan bayi laki-laki di semak-semak berjarak 50 meter dari rumah pasangan sejenis F dan S itu, sekitar pukul 04.30 WIB. Lingga mengatakan, bayi yang baru dilahirkan itu, ditemukan oleh seorang warga bernama Herman ( 51). Saat itu Herman mendengar jeritan suara tangis bayi. Penasaran dengan suara tersebut, kemudian Herman pun mencari asal suara tersebut dan menemukan sesosok bayi. "" Melihat ada bayi, saksi Herman kemudian memberitahukan kepada warga sekitar. Selanjutnya dilaporkan ke polisi, "" kata Lingga. Setelah diselidiki, ternyata bayi tersebut adalah anak dari tersangka F. "" Untuk memuluskan pernikahannya dengan S tersebut, F menyamar menjadi laki laki. Sementara S, wanita pasangannya tersebut tidak mengetahui bahwa F ternyata adalah seorang wanita tulen bahkan telah melahirkan seorang bayi, "" kata Lingga. S, kata Lingga, tidak mengetahui bahwa F adalah seorang wanita atau lesbi. "" Kami juga masih lakukan pengembangan dan memeriksa tersangka untuk menanyakan ayah biologis dari bayi malang tersebut. "" tutur Lingga. Namun, kata Lingga, polisi masih menunggu kondisi tersangka fit betul karena baru melahirkan, "" kata dia. Kini bayi dan tersangka F telah dirawat di Rumah Sakit Umum untuk mendapat perawatan.","Seroang wanita di Kelurahan Muara Sentosa Kecamatan Sei Tualang Raso Kota Tanjungbalai, Sumatera Utara berinisial S tertipu karena suami yang telah dinikahinya selama empat bulan ternyata adalah seorang perempuan. Pernikahan sejenis itu terbongkar setelah polisi menangkap perempuan berinisial F yang tak lain adalah suami S, atas kasus pembuangan bayi. S tidak mengetahui bahwa F adalah seorang wanita atau lesbi.",285,59,0.207,16
1507344079-tahun-depan-firefox-tak-lagi-dukung-xp-dan-vista,teknologi,dailysocial.id,"Setiap generasi sistem operasi ada masanya untuk redup dan ditinggalkan, tak terkecuali Windows XP yang merupakan sistem operasi paling sukses sepanjang sejarah Microsoft. Setelah tak lagi mendapatkan dukungan penuh dari Microsoft, pengguna Windows XP dan Vista harus siap ditinggalkan pula oleh Mozilla Firefox yang telah mengumumkan penghentian dukungan pada bulan Juni tahun 2018 mendatang. Jadi, menjelang tanggal itu pengguna yang masih menggunakan dua OS tersebut masih bisa mengharapkan perlindungan optimal dari Mozilla. Tapi harus segera bersiap melakukan upgrade ke sistem operasi yang lebih baru jika masih ingin tetap menggunakan Firefox dengan aman. Penghentian dukungan untuk Windows XP dan Windows Vista sejatinya bukan sesuatu yang mengherankan. Microsoft saja sebagai pemilik OS tak mau menghabiskan fokus dan tenaga untuk mendukung sistem operasi lawas meskipun masih banyak pengguna yang bertahan di Windows XP. Mozilla sendiri mulai meninggalkan keduanya sejak merilis Firefox 35 bulan April lalu. Peramban versi ini sudah tidak mendukung secara penuh Windows XP dan Vista. Sebagai antisipasinya, pengguna diarahkan ke Firefox Extended Support Relase atau ESR yang dirancang untuk organisasi nirlaba. Namun kala itu Mozilla tidak membeberkan secara gamblang kapan dukungannya akan benar-benar berakhir. Baru sekarang, terungkap sudah semuanya. Dalam pengumumannya, Mozilla mengatakan bahwa sistem operasi yang tidak lagi didukung tidak akan menerima pembaruan keamanan, sehingga lebih rentan terhadap serangan. Mereka sangat merekomendasikan pengguna untuk melakukan upgrade ke OS yang lebih baru yang masih didukung oleh Microsoft. Ini berarti mulai tahun depan, Windows XP dan Windows Vista nyaris kehilangan dukungan dari aplikasi-aplikasi penting. Windows XP sudah tidak memperbarui Internet Explorer ke versi baru, maksimal hanya sampai IE8. Sedangkan Vista lebih beruntung karena bisa memasang IE9. Sekarang, pilihannya mereka bersedia upgrade ke OS, membeli perangkat baru atau lebih memilih untuk menggunakan peramban lain yang masih memberikan dukungan update. Sumber berita Mozilla dan gambar header Pixabay. DailySocial.id adalah portal berita startup dan inovasi teknologi. Kamu bisa menjadi member komunitas startup dan inovasi DailySocial.id, mengunduh laporan riset dan statistik seputar teknologi secara cuma-cuma, dan mengikuti berita startup Indonesia dan gadget terbaru.","Setelah tak lagi mendapatkan dukungan penuh dari Microsoft, pengguna Windows XP dan Vista harus siap ditinggalkan pula oleh Mozilla Firefox yang telah mengumumkan penghentian dukungan pada Juni 2018 mendatang. Jadi, menjelang tanggal itu pengguna yang masih menggunakan dua OS tersebut masih bisa mengharapkan perlindungan optimal dari Mozilla. Tapi harus segera bersiap melakukan upgrade sistem operasi yang lebih baru.",327,58,0.1774,20
1490823917-puluhan-warga-gowa-keracunan-makanan,tajuk utama,suara,"Suara.com - Sebanyak 44 orang warga Dusun Timbuseng, Desa Sakkolia, Kecamatan Bontomarannu, Kabupaten Gowa, Sulawesi Selatan dilarikan ke RSUD Syekh Yusuf Gowa, Selasa ( 28 / 3 / 2017) malam, karena mengalami keracunan makanan. Warga Dusun Timbuseng yang berdatangan terus bertambah, dan data sementara yang diterima sebanyak 44 orang harus dirawat usai menyantap makanan hajatan itu. Kabid Humas Polda Sulsel Kombes Dicky Sondani mengatakan, umumnya warga yang mengalami keracunan makanan itu adalah warga setempat karena Andarias Dg Ganyu ( 36) sedang melakukan hajatan yakni aqiqah. "" Jadi awalnya itu tidak langsung terkena, tapi setelah beberapa jam baru terasa dan satu per satu warga dilarikan ke puskesmas dan rumah sakit, "" ujarnya pula. Baca_Juga Gejala yang mulai dirasakan warga sejak petang itu, yakni muntah, mual dan terus-terusan buang air besar ( BAB) hingga membuat mereka lemas. Semua warga yang sudah dilarikan ke rumah sakit kemudian ditangani oleh tim medis, sebelum gejala lainnya timbul akibat dari keracunan makanan tersebut. "" Mereka semua sudah ditangani dengan baik oleh petugas medis, dan sampai saat ini anggota di sana masih melakukan pendataan serta pihak rumah sakit tetap siaga, "" katanya lagi. Personel Polres Gowa mendatangi rumah tempat hajatan, Andarias dan mengambil sampel makanan yang diperlukan. Selanjutnya, polisi juga mendatangi rumah sakit untuk mendata semua korban keracunan dan berkoordinasi dengan tim laboratorium forensik ( labfor) untuk melakukan pengujian secara laboratoris. "" Tuan rumah hajatan sudah dimintai keterangannya, dan semua jenis makanan sudah diambil sampelnya untuk selanjutnya diuji di labfor, "" katanya. ( Antara)","Sebanyak 44 orang warga Dusun Timbuseng, Desa Sakkolia, Kecamatan Bontomarannu, Kabupaten Gowa, Sulawesi Selatan dilarikan ke RSUD Syekh Yusuf Gowa, Selasa ( 28 / 3) malam, karena mengalami keracunan makanan setelah melakukan hajatan yakni aqiqah. Warga Dusun Timbuseng yang berdatangan terus bertambah, dan data sementara yang diterima sebanyak 44 orang harus dirawat usai menyantap makanan hajatan itu.",247,57,0.2308,11
1501183800-menyembuhkan-ketergantungan-narkoba-dengan-ganja,hiburan,cnn indonesia,"Jakarta, CNN Indonesia - - Seorang yang tertangkap dan terbukti menggunakan obat terlarang biasanya dibawa ke panti atau klinik rehabilitasi. Rehabilitasi akan membantu mereka untuk lepas dari jerat obat-obatan terlarang dan memulai hidup baru tanpanya. Namun sebuah klinik rehabilitasi di Los Angeles justru menggunakan mariyuana alias ganja untuk mengatasi candu obat terlarang para pasiennya. Dilansir dari Metro, klinik High Sobriety, Los Angeles Amerika Serikat menyebut ganja jadi solusi agar pasien lepas dari kecanduan mereka. Hal ini tentunya terdengar aneh karena pasien diharuskan bebas dari narkoba namun diobati dengan ganja. Sekilas ada ketakutan orang tersebut akan berubah menjadi pecandu ganja. Laman resmi High Sobriety Treatment, mengklaim bahwa praktik kliniknya sudah legal menurut hukum dan berada di bawah pengawasan tenaga medis. "" Ganja dapat membantu proses pembersihan, membantu mengatasi rasa kurang nyaman, insomnia, dan gejala mirip flu yang berhubungan dengan proses menarik diri, mengurangi atau menghilangkan kebutuhan pada obat-obatan lain, "" sebut klinik tersebut dalam laman resminya. Dilaporkan bahwa banyak pasien menyalahgunakan obat-obatan yang legal di beberapa negara di Amerika Serikat. Opium jadi salah satu obat yang dikonsumsi dan menimbulkan candu yang sulit hilang. Dikutip dari New York Times, kepala divisi pengobatan di Departemen Anestesi Universitas Carolina, San Diego, Mark Wallace mengatakan ia sudah menggunakan ganja sejak lima tahun lalu untuk menolong sekian ratus pasien lepas dari opium. "" Saya merasa saya adalah budak obat itu. ( Kini) Saya merasa seperti memperoleh hidup saya kembali, "" kata Wallace saat bercerita tentang pendapat pasiennya. Klinik ini membiarkan pasiennya menghisap ganja layaknya rokok. Ganja membantu mereka terhindar sakaw atau kambuh dan mencari opium atau obat-obatan lain. Hanya saja, penggunaan ganja sebagai obat ini harus dilakukan oleh dokter rehabilitasi tertentu dengan pengalaman dan dosis tertentu dan tak bisa dilakukan sembarangan.","Klinik High Sobriety, Los Angeles Amerika Serikat menyebut ganja jadi solusi agar pasien lepas dari kecanduan mereka. Hal ini tentunya terdengar aneh karena pasien diharuskan bebas dari narkoba namun diobati dengan ganja. Sekilas ada ketakutan orang tersebut akan berubah menjadi pecandu ganja. Mereka mengklaim bahwa praktik kliniknya sudah legal menurut hukum dan berada di bawah pengawasan tenaga medis.",285,58,0.2035,16
1478751012-bappenas-berani-sentil-kementerian-yang-malas-bang,tajuk utama,cnn indonesia,"Jakarta, CNN Indonesia - - Kepala Badan Perencanaan Pembangunan Nasional ( Bappenas) Bambang P.S. Brodjonegoro sedang menyusun peta jalan program pembangunan Papua, yang akan mendisiplinkan kementerian / lembaga ( k / l) dalam berkontribusi membangun Provinsi di Timur Indonesia tersebut. "" Jadi jangan sampai mereka diminta bangun jalan di Puncak Jaya, tetapi malah membangun di Biak karena lebih gampang. Itu tidak boleh, ” kata Bambang, kemarin petang. Pendisiplinan program pembangunan Papua menurut Bambang harus dilakukan, setelah Presiden Joko Widodo ( Jokowi) menilai para pembantunya tidak merealisasikan pemerataan pembangunan di Papua meski dana yang tersedot sangat banyak. Jokowi menuturkan, pemerintah menggelontorkan Rp 85,7 triliun bagi Papua tahun lalu. Namun, besarnya angka itu tidak terlihat dari hasil program pembangunan Papua. Dalam rapat terbatas di Istana Kepresidenan kemarin, Jokowi menduga ketidakefektifan pembangunan di Papua karena 46 persen k / l lebih memilih membangun di lokasi yang mudah terjangkau dan gampang menerapkan implementasi. Hal tersebut diamini Bambang yang menyebut, instansi pemerintah pusat maupun pemerintah daerah hanya fokus melakukan pembangunan di empat kabupaten karena mudah dijangkau yaitu Jayapura, Merauke, Nabire, dan Biak. Padahal, Presiden Jokowi ingin merealisasikan janjinya saat kampanye kepada masyarakat Papua akan meningkatkan indeks pembangunan manusia ( IPM) melalui pendidikan, kesehatan, dan infrastruktur. "" Kami akan buat koordinasi lebih baik antara pemerintah pusat dan pemerintah daerah karena uang daerah juga besar di situ, "" ucap dia. ( gen)","Kepala Badan Perencanaan Pembangunan Nasional ( Bappenas) Bambang P.S. Brodjonegoro sedang menyusun peta jalan program pembangunan Papua, yang akan mendisiplinkan kementerian atau lembaga dalam berkontribusi membangun Provinsi di Timur Indonesia tersebut. Pendisiplinan program pembangunan Papua menurut Bambang harus dilakukan, setelah Presiden Joko Widodo ( Jokowi) menilai para pembantunya tidak merealisasikan pemerataan pembangunan di Papua, padahal pemerintah sudah menggelontorkan Rp 85,7 triliun tahun lalu.",225,63,0.28,12
1509939852-terjerat-korupsi-11-pangeran-dan-pejabat-saudi-dit,tajuk utama,cnn indonesia,"Jakarta, CNN Indonesia - - Komite Anti Korupsi Arab Saudi menangkap sebelas pangeran, empat menteri yang tengah menjabat, dan puluhan mantan menteri. Penangkapan ini dilakukan pada Sabtu ( 4 / 11) sore seperti disebutkan sumber anonim dari Al Arabiya. Komite ini mengumumkan hal tersebut setelah membuka file mengenai banjir Jeddah pada 2009 dan menginvestigasi isu tentang virus korona ( MERS - Middle East Respiratory Syndrome). Komite ini dikepalai oleh Putra Mahkota dengan anggota Ketua Komisi Pemantauan dan Investigasi, Ketua Otorita Anti Korupsi Nasional, Kepala Biro Audit Umum, Jaksa Agung, dan Kepala Keamanan Negara. Berdasarkan dekrit kerajaan yang dikeluarkan oleh Raja Salman, komite ini punya hak untuk melakukan investigasi, menangkap, mengeluarkan larangan perjalanan, membekukan akun dan portofolio, melacak dana dan aset dari tiap individu yang terlibat dalam kasus korupsi. Komite anti korupsi yang baru didirikan ini dipimpin oleh Putra Mahkota Kerajaan Arab, Mohammed bin Salman. Pria yang populer disebut MBS ini adalah millenial pertama yang memimpin kerajaan Saudi, demikian disebutkan The Telegraph. Pria 32 tahun itu, sudah dianggap sebagai penguasa de facto sebelum dilakukannya serah terima kekuasaan resmi dari ayahnya, Raja Salman, yang kini berusia 81 tahun. Ia telah mengendalikan lini utama pemerintah, mulai dari pertahanan hingga ekonomi. ( eks / eks)","Komite Anti Korupsi Arab Saudi menangkap sebelas pangeran, empat menteri yang tengah menjabat, dan puluhan mantan menteri. Penangkapan ini dilakukan pada Sabtu ( 4 / 11) sore seperti disebutkan sumber anonim dari Al Arabiya. Komite ini mengumumkan hal tersebut setelah membuka file mengenai banjir Jeddah pada 2009 dan menginvestigasi isu tentang virus korona ( MERS - Middle East Respiratory Syndrome).",201,60,0.2985,10
1471852823-belum-sebulan-penjualan-toyota-calya-sudah-lampaui,tajuk utama,suara,"Suara.com - Diluncurkan sekitar dua pekan lalu, mobil baru Toyota Calya rupanya telah melampuai target penjualan yang ditetapkan demikian dikatakan Henry Tanoto, Wakil Presiden Direktur PT Toyota Astra Motor ( TAM). Ditemui di sela-sela pameran Gaikindo Indonesia International Auto Show ( GIIAS 2016) di BSD, Banten, Kamis ( 18 / 8 / 2016), Henry mengatakan bahwa hingga 16 Agustus kemarin sudah lebih dari 8.000 unit Toyota Calya yang terjual di Tanah Air. Calya varian G bertransmisi manual, jelas Henry, adalah yang paling banyak diminati konsumen. Adapun Toyota Calya diluncurkan pertama kali pada 2 Agustus lalu dan langsung mulai dijual di Indonesia. "" Per 16 Agustus, pemesanan Calya sudah lebih dari 8.000 unit. Kalau melihat target kami untuk Calya yang sekitar 7.000 unit per bulan, kami sudah mencapai target, "" kata Henry. Dalam jumpa pers dalam peluncuran Calya di Karawang, Jawa Barat Toyota memang menargetkan penjualan Calya sebesar 7.000 hinga 8.000 unit per bulan. "" Data terakhir yang saya terima, varian G MT sekitar 57,8 persen dari pemesanan, "" imbuh dia. Ia mengatakan Toyota siap berkoordinasi dengan Daihatsu untuk menyesuaikan kapasitas produksi jika pemesanan Calya jauh melebihi ekspektasi. Pasalnya, Calya dan saudaranya Daihatsu Sigra adalah hasil kolaborasi antara kedua pabrikan dan diproduksi oleh Daihatsu. Calya sendiri terdiri dari varian lima varian yakni E STD MT, E MT, E transmisi otomatis ( AT), G MT, dan G AT. E STD MT berbanderol Rp 129,65 juta, E MT dijual Rp 132,45 juta, sedangkan E AT berlabel Rp 140 juta. Sementara itu, dua varian lain yakni G MT serta G AT masing-masing dilego dengan harga Rp 138 juta, Rp 150 juta.","Penjualan mobil Toyota Calya telah melampaui target penjualan yang ditetapkan. Henry Tanoto, Wakil Presiden Direktur PT Toyota Astra Motor mengatakan bahwa hingga 16 Agustus 2016 lebih dari 8.000 unit telah terjual. Calya varian G bertransmisi manual paling banyak diminati konsumen dengan harga yang dibanderol berkisar antara 120 hingga 150 juta Rupiah.",267,51,0.191,13
1496180700-meliuk-dengan-new-toyota-agya,teknologi,kumparan,"New Agya yang dapat pilihan mesin 1,2 liter melakoni pembuktian lewat Journalist Test Drive yang berlangsung di Yogyakarta pada 23 - 24 Mei 2017. Salah satu rangkaiannya adalah ` Fun Slalom ` di Landasan Pacu di Pantai Depok, Kabupaten Bantul, Yogyakarta. Sebanyak 19 jurnalis tiba di landasan pacu yang berada di pinggir pantai itu. Kami disambut dengan Alinka Hartanti, pebalap Toyota Tim Indonesia. Alinka kemudian menantang para jurnalis melakukan fun slalom untuk membuktikan sendiri kemampuan handling Agya. Alinka menantang sambil unjuk gigi. Agya 1,2 liter TRD berkelir kuning disiapkan di garis start. Mobil yang diuji coba memiliki spesifikasi tenaga 88 PS dan torsi 108 nm. Di depannya, terjejer rubber cone sebagai acuan untuk melakukan slalom. Baca juga: New Toyota Agya: Buat yang Mau Tampil Beda Dengan rambut terurai, Alinka masuk ke kabin mobil test drive. Pedal gas digenjot habis, Agya kuning melaju cepat. Mobil garang nan indah ini meliuk-liuk menaklukan tikungan satu demi satu. Dari 13 tikungan yang harus dilalui, Alinka mampu mencatatkan waktu 28 detik. Kemudian jurnalis satu per satu unjuk gigi di balik kemudi Agya. Mereka tampak girang meski saya yakin telah menguji handling puluhan jenis mobil. Durasi waktu paling lama yang ditempuh para jurnalis menaklukan tantangan slalom adalah 37 detik. Alinka sebagai drifter perempuan terbiasa berada di balik kemudi mobil drift untuk kejuaraan memuji handling Agya terbaru. “ Kaget, saat zig zag belok tidak understeer karena suspensinya lebih bagus, ” beber Alinka kepada kumparan ( kumparan.com). Mesin Agya mampu mengeluarkan tenaga besar meski harus melalui pengujian ekstrem. “ Agya baru yang berasa banget mesinnya 1200 cc lebih powerful terus torsinya berasa banget lebih besar, ” ungkap Alinka. “ Suspensinya lebih rigid, lebih enak dan tidak limbung seperti seri sebelumnya, ” beber pebalap Toyota Team Indonesia ini. Terbiasa berkutat dengan kecepatan dan kelincahan, Alinka tetap merekomendasikan new Agya untuk keseharian. Alinka membuktikan kekuatan mesin dan handling yang cakap dari mobil yang baru meluncur April 2017.","New Agya yang dapat pilihan mesin 1,2 liter melakoni pembuktian lewat Journalist Test Drive yang berlangsung di Yogyakarta pada 23 - 24 Mei 2017. Salah satu rangkaiannya adalah ` Fun Slalom ` di Landasan Pacu di Pantai Depok, Kabupaten Bantul, Yogyakarta. Agya 1,2 liter TRD berkelir kuning disiapkan di garis start. Mobil yang diuji coba memiliki spesifikasi tenaga 88 PS dan torsi 108 nm.",317,64,0.2019,24
